timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current
1631478633.74,1,88,12,31923,587,50,46,123.24,16
1631478633.844,1,88,12,31923,587,50,46,124.92,16
1631478633.947,1,88,12,31923,587,50,46,125.32,16
1631478634.053,1,87,12,31923,587,50,46,123.84,16
1631478634.156,1,87,12,31923,587,50,46,124.15,16
1631478634.258,1,87,12,31923,587,50,46,124.32,16
1631478634.361,1,88,12,31923,587,50,46,106.97,16
1631478634.464,1,88,12,31923,587,50,46,124.83,16
1631478634.567,1,90,12,31923,587,50,46,121.56,16
1631478634.67,1,90,12,31923,587,50,46,124.36,16
1631478634.774,1,88,12,31923,587,50,46,124.71,16
1631478634.877,1,88,12,31923,587,50,46,122.86,16
1631478634.98,1,88,12,31923,587,50,46,121.44,16
1631478635.083,1,84,11,31923,587,50,46,123.36,16
1631478635.186,1,84,11,31923,587,50,46,125.18,16
1631478635.289,1,88,12,31923,587,50,46,125.12,16
1631478635.392,1,88,12,31923,587,50,46,123.43,16
1631478635.496,1,88,12,31923,587,50,46,114.49,16
1631478635.599,1,88,12,31923,587,50,46,123.34,16
1631478635.702,1,88,12,31923,587,50,46,121.36,16
1631478635.805,1,88,12,31923,587,50,46,124.79,16
1631478635.908,1,88,12,31923,587,50,46,125.14,16
1631478636.01,1,88,12,31923,587,50,46,125.24,16
1631478636.113,1,90,12,31923,587,50,46,125.39,16
1631478636.217,1,88,12,31923,587,50,46,122.54,16
1631478636.32,1,88,12,31923,587,50,46,124.41,16
1631478636.423,1,87,12,31923,587,50,46,107.37,16
1631478636.526,1,87,12,31923,587,50,46,125.62,16
1631478636.629,1,87,12,31923,587,50,46,118.73,16
1631478636.732,1,87,12,31923,587,50,46,124.16,16
1631478636.835,1,87,12,31923,587,50,46,123.93,16
1631478636.939,1,88,12,31923,587,50,46,122.87,16
1631478637.042,1,88,12,31923,587,50,46,123.67,16
1631478637.145,1,88,12,31923,587,50,46,123.61,16
1631478637.248,1,88,12,31923,587,50,46,124.37,16
1631478637.352,1,88,12,31923,587,50,46,103.35,16
1631478637.455,1,88,12,31923,587,50,46,124.47,16
1631478637.56,1,88,12,31923,587,50,46,118.29,16
1631478637.663,1,88,12,31923,587,50,46,124.06,16
1631478637.766,1,90,12,31923,587,50,46,122.32,16
1631478637.869,1,90,12,31923,587,50,46,123.34,16
1631478637.972,1,88,12,31923,587,50,46,124.6,16
1631478638.075,1,88,12,31923,587,50,46,124.47,16
1631478638.178,1,88,12,31923,587,50,46,123.79,16
1631478638.282,1,88,12,31923,587,50,46,123.07,16
1631478638.385,1,88,12,31923,587,50,46,124.39,16
1631478638.488,1,88,12,31923,587,50,46,114.89,16
1631478638.59,1,88,12,31923,587,50,46,125.59,16
1631478638.693,1,88,12,31923,587,50,46,117.52,16
1631478638.796,1,84,11,31923,587,50,46,124.32,16
1631478638.899,1,87,12,31923,587,50,46,124.56,16
1631478639.004,1,87,12,31923,587,50,46,121.26,16
1631478639.106,1,88,12,31923,587,50,46,125.28,16
1631478639.209,1,88,12,31923,587,50,46,123.57,16
1631478639.312,1,90,12,31923,587,50,46,124.61,16
1631478639.415,1,88,12,31923,587,50,46,101.93,16
1631478639.518,1,88,12,31923,587,50,46,124.9,16
1631478639.622,1,88,12,31923,587,50,46,120.09,16
1631478639.726,1,88,12,31923,587,50,46,123.23,16
1631478639.828,1,88,12,31923,587,50,46,124.15,16
1631478639.931,1,88,12,31923,587,50,46,125.21,16
1631478640.035,1,88,12,31923,587,50,46,124.03,16
1631478640.137,1,88,12,31923,587,50,46,124.34,16
1631478640.24,1,88,12,31923,587,50,46,124.49,16
1631478640.343,1,88,12,31923,587,50,46,111.66,16
1631478640.447,1,88,12,31923,587,50,46,124.37,16
1631478640.55,1,88,12,31923,587,50,46,118.31,16
1631478640.653,1,88,12,31923,587,50,46,125.68,16
1631478640.756,1,89,12,31923,587,50,46,123.82,16
1631478640.86,1,89,12,31923,587,50,46,124.95,16
1631478640.963,1,89,12,31923,587,50,46,123.7,16
1631478641.069,1,88,12,31923,587,50,46,123.69,16
1631478641.171,1,88,12,31923,587,50,46,125.03,16
1631478641.274,1,87,12,31923,587,50,46,123.74,16
1631478641.378,1,87,12,31923,587,50,46,124.68,16
1631478641.481,1,87,12,31923,587,50,46,102.7,16
1631478641.584,1,85,11,31923,587,50,46,125.38,16
1631478641.686,1,85,11,31923,587,50,46,121.25,16
1631478641.79,1,88,12,31923,587,50,46,124.41,16
1631478641.893,1,88,12,31923,587,50,46,123.55,16
1631478641.996,1,88,12,31923,587,50,46,126.21,16
1631478642.099,1,88,12,31923,587,50,46,124.43,16
1631478642.202,1,88,12,31923,587,50,46,125.52,16
1631478642.305,1,88,12,31923,587,50,46,124.11,16
1631478642.408,1,90,12,31923,587,50,46,81.25,16
1631478642.512,1,90,12,31923,587,50,46,124.05,16
1631478642.615,1,84,11,31923,587,50,46,119.16,16
1631478642.718,1,84,11,31923,587,50,46,124.58,16
1631478642.82,1,88,12,31923,587,50,46,123.47,16
1631478642.923,1,88,12,31923,587,50,46,124.63,16
1631478643.026,1,88,12,31923,587,50,46,123.69,16
1631478643.133,1,88,12,31923,587,50,46,125.35,16
1631478643.236,1,88,12,31923,587,50,46,123.8,16
1631478643.339,1,88,12,31923,587,50,46,119.82,16
1631478643.442,1,87,12,31923,587,50,46,124.15,16
1631478643.545,1,87,12,31923,587,50,46,115.58,16
1631478643.648,1,87,12,31923,587,50,46,123.45,16
1631478643.751,1,88,12,31923,587,50,46,122.12,16
1631478643.855,1,88,12,31923,587,50,46,124.72,16
1631478643.957,1,90,12,31923,587,50,46,124.15,16
1631478644.06,1,90,12,31923,587,50,46,126.18,16
1631478644.164,1,88,12,31923,587,50,46,124.56,16
1631478644.267,1,88,12,31923,587,50,46,123.38,16
1631478644.37,1,88,12,31923,587,50,46,123.04,16
1631478644.477,1,88,12,31923,587,50,46,118.43,16
1631478644.58,1,88,12,31923,587,50,46,124.47,16
1631478644.682,1,88,12,31923,587,50,46,122.93,16
1631478644.785,1,88,12,31923,587,50,46,125.75,16
1631478644.888,1,88,12,31923,587,50,46,122.63,16
1631478644.991,1,88,12,31923,587,50,46,123.22,16
1631478645.094,1,88,12,31923,587,50,46,123.96,16
1631478645.198,1,88,12,31923,587,50,46,125.05,16
1631478645.301,1,88,12,31923,587,50,46,125.25,16
1631478645.404,1,88,12,31923,587,50,46,112.3,16
1631478645.506,1,88,12,31923,587,50,46,123.42,16
1631478645.609,1,90,12,31923,587,50,46,121.75,16
1631478645.712,1,90,12,31923,587,50,46,125.09,16
1631478645.815,1,87,12,31923,587,50,46,123.91,16
1631478645.919,1,87,12,31923,587,50,46,124.47,16
1631478646.022,1,87,12,31923,587,50,46,125.37,16
1631478646.125,1,87,12,31923,587,50,46,124.97,16
1631478646.228,1,87,12,31923,587,50,46,125.42,16
1631478646.331,1,85,11,31923,587,50,46,123.2,16
1631478646.433,1,88,12,31923,587,50,46,124.98,16
1631478646.537,1,88,12,31923,587,50,46,117.58,16
1631478646.64,1,88,12,31923,587,50,46,124.93,16
1631478646.743,1,88,12,31923,587,50,46,123.98,16
1631478646.846,1,88,12,31923,587,50,46,124.99,16
1631478646.949,1,88,12,31923,587,50,46,123.39,16
1631478647.052,1,88,12,31923,587,50,46,124.97,16
1631478647.155,1,90,12,31923,587,50,46,123.68,16
1631478647.258,1,88,12,31923,587,50,46,122.86,16
1631478647.362,1,88,12,31923,587,50,46,124.51,16
1631478647.465,1,88,12,31923,587,50,46,115.03,16
1631478647.568,1,88,12,31923,587,50,46,124.04,16
1631478647.672,1,88,12,31923,587,50,46,121.99,16
1631478647.775,1,88,12,31923,587,50,46,125.43,16
1631478647.878,1,88,12,31923,587,50,46,123.35,16
1631478647.983,1,88,12,31923,587,50,46,124.58,16
1631478648.086,1,87,12,31923,587,50,46,125.86,16
1631478648.189,1,87,12,31923,587,50,46,124.38,16
1631478648.292,1,87,12,31923,587,50,46,125.15,16
1631478648.395,1,87,12,31923,587,50,46,110.87,16
1631478648.498,1,88,12,31923,587,50,46,123.05,16
1631478648.601,1,88,12,31923,587,50,46,121.42,16
1631478648.705,1,88,12,31923,587,50,46,124.53,16
1631478648.808,1,90,12,31923,587,50,46,125.01,16
1631478648.911,1,90,12,31923,587,50,46,123.98,16
1631478649.014,1,88,12,31923,587,50,46,123.03,16
1631478649.117,1,88,12,31923,587,50,46,124.08,16
1631478649.22,1,88,12,31923,587,50,46,124.95,16
1631478649.323,1,88,12,31923,587,50,46,107.63,16
1631478649.427,1,88,12,31923,587,50,46,124.82,16
1631478649.53,1,88,12,31923,587,50,46,120.18,16
1631478649.633,1,88,12,31923,587,50,46,123.75,16
1631478649.735,1,88,12,31923,587,50,46,125.24,16
1631478649.838,1,88,12,31923,587,50,46,123.75,16
1631478649.941,1,84,11,31923,587,50,46,124.32,16
1631478650.044,1,84,11,31923,587,50,46,124.83,16
1631478650.148,1,87,12,31923,587,50,46,126.21,16
1631478650.251,1,87,12,31923,587,50,46,123.76,16
1631478650.354,1,90,12,31923,587,50,46,124.18,16
1631478650.457,1,87,12,31923,587,50,46,115.18,16
1631478650.56,1,87,12,31923,587,50,46,125.88,16
1631478650.663,1,87,12,31923,587,50,46,121.51,16
1631478650.766,1,87,12,31923,587,50,46,124.18,16
1631478650.87,1,87,12,31923,587,50,46,124.16,16
1631478650.973,1,88,12,31923,587,50,46,124.07,16
1631478651.076,1,88,12,31923,587,50,46,124.53,16
1631478651.179,1,88,12,31923,587,50,46,123.61,16
1631478651.282,1,88,12,31923,587,50,46,124.37,16
1631478651.385,1,88,12,31923,587,50,46,116.14,16
1631478651.491,1,88,12,31923,587,50,46,123.77,16
1631478651.594,1,88,12,31923,587,50,46,121.51,16
1631478651.697,1,88,12,31923,587,50,46,123.85,16
1631478651.8,1,88,12,31923,587,50,46,123.43,16
1631478651.903,1,88,12,31923,587,50,46,124.8,16
1631478652.006,1,90,12,31923,587,50,46,123.62,16
1631478652.109,1,88,12,31923,587,50,46,123.57,16
1631478652.213,1,88,12,31923,587,50,46,122.96,16
1631478652.316,1,88,12,31923,587,50,46,110.44,16
1631478652.419,1,88,12,31923,587,50,46,125.92,16
1631478652.522,1,88,12,31923,587,50,46,121.56,16
1631478652.625,1,87,12,31923,587,50,46,124.75,16
1631478652.727,1,87,12,31923,587,50,46,123.67,16
1631478652.834,1,87,12,31923,587,50,46,123.72,16
1631478652.937,1,87,12,31923,587,50,46,123.71,16
1631478653.04,1,87,12,31923,587,50,46,126.45,16
1631478653.143,1,88,12,31923,587,50,46,124.54,16
1631478653.246,1,88,12,31923,587,50,46,105.83,16
1631478653.348,1,88,12,31923,587,50,46,125.74,16
1631478653.451,1,88,12,31923,587,50,46,120.28,16
1631478653.556,1,88,12,31923,587,50,46,123.91,16
1631478653.659,1,90,12,31923,587,50,46,92.71,16
1631478653.762,1,90,12,31923,587,50,46,123.2,16
1631478653.865,1,70,9,31923,587,50,46,120.52,16
1631478653.968,1,88,12,31923,587,50,46,122.93,16
1631478654.07,1,88,12,31923,587,50,46,123.25,16
1631478654.173,1,88,12,31923,587,50,46,124.2,16
1631478654.278,1,88,12,31923,587,50,46,123.26,16
1631478654.38,1,88,12,31923,587,50,46,124.34,16
1631478654.485,1,88,12,31923,587,50,46,122.83,16
1631478654.588,1,88,12,31923,587,50,46,111.68,16
1631478654.691,1,88,12,31923,587,50,46,124.39,16
1631478654.794,1,88,12,31923,587,50,46,122.33,16
1631478654.899,1,88,12,31923,587,50,46,124.2,16
1631478655.002,1,90,12,31923,587,50,46,123.25,16
1631478655.105,1,90,12,31923,587,50,46,123.84,16
1631478655.208,1,87,12,31923,587,50,46,124.34,16
1631478655.311,1,87,12,31923,587,50,46,124.01,16
1631478655.414,1,87,12,31923,587,50,46,123.54,16
1631478655.517,1,87,12,31923,587,50,46,105.97,16
1631478655.621,1,88,12,31923,587,50,46,124.57,16
1631478655.724,1,88,12,31923,587,50,46,120.13,16
1631478655.827,1,88,12,31923,587,50,46,122.71,16
1631478655.93,1,88,12,31923,587,50,46,122.73,16
1631478656.033,1,88,12,31923,587,50,46,123.97,16
1631478656.136,1,88,12,31923,587,50,46,125.36,16
1631478656.238,1,88,12,31923,587,50,46,123.59,16
1631478656.342,1,88,12,31923,587,50,46,125.83,16
1631478656.446,1,90,12,31923,587,50,46,118.98,16
1631478656.548,1,90,12,31923,587,50,46,123.17,16
1631478656.651,1,88,12,31923,587,50,46,116.0,16
1631478656.754,1,88,12,31923,587,50,46,124.63,16
1631478656.857,1,88,12,31923,587,50,46,123.03,16
1631478656.964,1,88,12,31923,587,50,46,124.77,16
1631478657.067,1,88,12,31923,587,50,46,123.01,16
1631478657.17,1,88,12,31923,587,50,46,123.29,16
1631478657.273,1,88,12,31923,587,50,46,124.44,16
1631478657.376,1,87,12,31923,587,50,46,125.4,16
1631478657.479,1,84,11,31923,587,50,46,122.96,16
1631478657.582,1,84,11,31923,587,50,46,102.81,16
1631478657.686,1,87,12,31923,587,50,46,124.06,16
1631478657.789,1,88,12,31923,587,50,46,121.17,16
1631478657.893,1,88,12,31923,587,50,46,125.2,16
1631478657.996,1,90,12,31923,587,50,46,122.3,16
1631478658.099,1,90,12,31923,587,50,46,124.87,16
1631478658.202,1,89,12,31923,587,50,46,124.66,16
1631478658.307,1,88,12,31923,587,50,46,124.67,16
1631478658.41,1,88,12,31923,587,50,46,123.26,16
1631478658.513,1,88,12,31923,587,50,46,104.04,16
1631478658.616,1,88,12,31923,587,50,46,126.02,16
1631478658.719,1,88,12,31923,587,50,46,119.83,16
1631478658.822,1,88,12,31923,587,50,46,124.2,16
1631478658.924,1,88,12,31923,587,50,46,123.67,16
1631478659.029,1,88,12,31923,587,50,46,123.24,16
1631478659.132,1,88,12,31923,587,50,46,124.1,16
1631478659.235,1,88,12,31923,587,50,46,124.99,16
1631478659.337,1,88,12,31923,587,50,46,123.82,16
1631478659.44,1,88,12,31923,587,50,46,117.29,16
1631478659.543,1,88,12,31923,587,50,46,124.25,16
1631478659.646,1,90,12,31923,587,50,46,118.43,16
1631478659.75,1,90,12,31923,587,50,46,122.68,16
1631478659.853,1,87,12,31923,587,50,46,122.91,16
1631478659.956,1,87,12,31923,587,50,46,124.28,16
1631478660.059,1,87,12,31923,587,50,46,124.99,16
1631478660.162,1,87,12,31923,587,50,46,124.47,16
1631478660.265,1,87,12,31923,587,50,46,124.39,16
1631478660.368,1,88,12,31923,587,50,46,124.76,16
1631478660.472,1,88,12,31923,587,50,46,123.86,16
1631478660.575,1,88,12,31923,587,50,46,114.31,16
1631478660.677,1,88,12,31923,587,50,46,123.47,16
1631478660.78,1,88,12,31923,587,50,46,121.88,16
1631478660.883,1,88,12,31923,587,50,46,124.98,16
1631478660.986,1,88,12,31923,587,50,46,124.69,16
1631478661.089,1,88,12,31923,587,50,46,125.1,16
1631478661.193,1,84,11,31923,587,50,46,124.53,16
1631478661.297,1,90,12,31923,587,50,46,124.08,16
1631478661.4,1,90,12,31923,587,50,46,124.13,16
1631478661.503,1,88,12,31923,587,50,46,105.16,16
1631478661.606,1,88,12,31923,587,50,46,123.75,16
1631478661.709,1,88,12,31923,587,50,46,121.09,16
1631478661.815,1,87,12,31923,587,50,46,121.76,16
1631478661.918,1,87,12,31923,587,50,46,123.84,16
1631478662.021,1,88,12,31923,587,50,46,125.46,16
1631478662.124,1,88,12,31923,587,50,46,125.1,16
1631478662.227,1,87,12,31923,587,50,46,124.3,16
1631478662.33,1,87,12,31923,587,50,46,124.7,16
1631478662.433,1,87,12,31923,587,50,46,116.54,16
1631478662.537,1,88,12,31923,587,50,46,124.25,16
1631478662.639,1,88,12,31923,587,50,46,119.5,16
1631478662.742,1,88,12,31923,587,50,46,123.78,16
1631478662.845,1,90,12,31923,587,50,46,123.17,16
1631478662.948,1,90,12,31923,587,50,46,123.88,16
1631478663.051,1,88,12,31923,587,50,46,121.75,16
1631478663.154,1,88,12,31923,587,50,46,124.55,16
1631478663.259,1,88,12,31923,587,50,46,122.95,16
1631478663.362,1,88,12,31923,587,50,46,124.13,16
1631478663.464,1,88,12,31923,587,50,46,124.1,16
1631478663.567,1,88,12,31923,587,50,46,115.16,16
1631478663.67,1,88,12,31923,587,50,46,124.63,16
1631478663.773,1,88,12,31923,587,50,46,120.19,16
1631478663.876,1,88,12,31923,587,50,46,124.33,16
1631478663.98,1,88,12,31923,587,50,46,123.98,16
1631478664.083,1,88,12,31923,587,50,46,124.86,16
1631478664.186,1,88,12,31923,587,50,46,124.92,16
1631478664.289,1,88,12,31923,587,50,46,124.83,16
1631478664.392,1,87,12,31923,587,50,46,122.3,16
1631478664.495,1,90,12,31923,587,50,46,107.11,16
1631478664.598,1,90,12,31923,587,50,46,123.72,16
1631478664.702,1,87,12,31923,587,50,46,121.62,16
1631478664.807,1,87,12,31923,587,50,46,124.7,16
1631478664.909,1,87,12,31923,587,50,46,123.17,16
1631478665.012,1,85,11,31923,587,50,46,123.41,16
1631478665.115,1,85,11,31923,587,50,46,122.74,16
1631478665.218,1,88,12,31923,587,50,46,124.52,16
1631478665.324,1,88,12,31923,587,50,46,123.82,16
1631478665.427,1,88,12,31923,587,50,46,121.09,16
1631478665.53,1,88,12,31923,587,50,46,124.64,16
1631478665.633,1,88,12,31923,587,50,46,117.48,16
1631478665.737,1,88,12,31923,587,50,46,121.73,16
1631478665.84,1,88,12,31923,587,50,46,123.07,16
1631478665.945,1,88,12,31923,587,50,46,124.28,16
1631478666.048,1,90,12,31923,587,50,46,124.2,16
1631478666.151,1,88,12,31923,587,50,46,124.89,16
1631478666.254,1,88,12,31923,587,50,46,124.24,16
1631478666.357,1,88,12,31923,587,50,46,122.38,16
1631478666.46,1,88,12,31923,587,50,46,122.82,16
1631478666.563,1,88,12,31923,587,50,46,112.76,16
1631478666.667,1,87,12,31923,587,50,46,124.14,16
1631478666.77,1,87,12,31923,587,50,46,123.94,16
1631478666.873,1,87,12,31923,587,50,46,124.01,16
1631478666.976,1,87,12,31923,587,50,46,124.08,16
1631478667.079,1,87,12,31923,587,50,46,123.94,16
1631478667.182,1,88,12,31923,587,50,46,123.45,16
1631478667.285,1,88,12,31923,587,50,46,125.13,16
1631478667.389,1,88,12,31923,587,50,46,123.82,16
1631478667.492,1,88,12,31923,587,50,46,112.38,16
1631478667.596,1,88,12,31923,587,50,46,124.34,16
1631478667.699,1,90,12,31923,587,50,46,120.98,16
1631478667.802,1,90,12,31923,587,50,46,123.05,16
1631478667.905,1,88,12,31923,587,50,46,124.11,16
1631478668.01,1,88,12,31923,587,50,46,124.59,16
1631478668.115,1,88,12,31923,587,50,46,123.01,16
1631478668.218,1,88,12,31923,587,50,46,124.55,16
1631478668.321,1,88,12,31923,587,50,46,122.42,16
1631478668.424,1,88,12,31923,587,50,46,106.16,16
1631478668.527,1,88,12,31923,587,50,46,123.02,16
1631478668.633,1,88,12,31923,587,50,46,113.97,16
1631478668.736,1,84,11,31923,587,50,46,123.91,16
1631478668.839,1,88,12,31923,587,50,46,123.26,16
1631478668.942,1,88,12,31923,587,50,46,124.01,16
1631478669.045,1,87,12,31923,587,50,46,123.74,16
1631478669.148,1,87,12,31923,587,50,46,124.61,16
1631478669.254,1,90,12,31923,587,50,46,123.22,16
1631478669.357,1,87,12,31923,587,50,46,125.39,16
1631478669.46,1,87,12,31923,587,50,46,123.67,16
1631478669.563,1,88,12,31923,587,50,46,118.19,16
1631478669.666,1,88,12,31923,587,50,46,123.36,16
1631478669.77,1,88,12,31923,587,50,46,122.07,16
1631478669.875,1,88,12,31923,587,50,46,125.04,16
1631478669.978,1,88,12,31923,587,50,46,125.07,16
1631478670.081,1,88,12,31923,587,50,46,123.72,16
1631478670.184,1,88,12,31923,587,50,46,124.13,16
1631478670.287,1,88,12,31923,587,50,46,123.24,16
1631478670.389,1,88,12,31923,587,50,46,123.9,16
1631478670.492,1,88,12,31923,587,50,46,113.35,16
1631478670.597,1,88,12,31923,587,50,46,125.91,16
1631478670.699,1,90,12,31923,587,50,46,121.92,16
1631478670.802,1,90,12,31923,587,50,46,124.57,16
1631478670.905,1,88,12,31923,587,50,46,123.24,16
1631478671.008,1,88,12,31923,587,50,46,123.62,16
1631478671.111,1,88,12,31923,587,50,46,123.96,16
1631478671.214,1,88,12,31923,587,50,46,125.12,16
1631478671.319,1,88,12,31923,587,50,46,122.74,16
1631478671.422,1,88,12,31923,587,50,46,105.39,16
1631478671.525,1,88,12,31923,587,50,46,123.7,16
1631478671.628,1,88,12,31923,587,50,46,119.39,16
1631478671.731,1,87,12,31923,587,50,46,123.54,16
1631478671.834,1,87,12,31923,587,50,46,122.57,16
1631478671.939,1,88,12,31923,587,50,46,123.82,16
1631478672.042,1,88,12,31923,587,50,46,123.93,16
1631478672.145,1,88,12,31923,587,50,46,124.72,16
1631478672.248,1,88,12,31923,587,50,46,123.56,16
1631478672.351,1,90,12,31923,587,50,46,120.63,16
1631478672.454,1,90,12,31923,587,50,46,124.24,16
1631478672.557,1,74,10,31923,587,50,46,125.47,16
1631478672.661,1,74,10,31923,587,50,46,122.07,16
1631478672.764,1,88,12,31923,587,50,46,111.8,16
1631478672.867,1,88,12,31923,587,50,46,123.93,16
1631478672.969,1,88,12,31923,587,50,46,120.5,16
1631478673.072,1,88,12,31923,587,50,46,123.88,16
1631478673.175,1,88,12,31923,587,50,46,124.36,16
1631478673.278,1,88,12,31923,587,50,46,124.73,16
1631478673.382,1,88,12,31923,587,50,46,122.93,16
1631478673.485,1,88,12,31923,587,50,46,121.2,16
1631478673.588,1,88,12,31923,587,50,46,123.07,16
1631478673.691,1,90,12,31923,587,50,46,108.91,16
1631478673.794,1,90,12,31923,587,50,46,123.42,16
1631478673.897,1,88,12,31923,587,50,46,113.91,16
1631478674.0,1,88,12,31923,587,50,46,124.22,16
1631478674.104,1,87,12,31923,587,50,46,121.86,16
1631478674.207,1,88,12,31923,587,50,46,123.82,16
1631478674.309,1,88,12,31923,587,50,46,123.07,16
1631478674.412,1,88,12,31923,587,50,46,124.14,16
1631478674.515,1,88,12,31923,587,50,46,124.0,16
1631478674.618,1,88,12,31923,587,50,46,123.84,16
1631478674.721,1,88,12,31923,587,50,46,123.34,16
1631478674.827,1,88,12,31923,587,50,46,114.64,16
1631478674.93,1,88,12,31923,587,50,46,125.3,16
1631478675.033,1,88,12,31923,587,50,46,123.28,16
1631478675.136,1,88,12,31923,587,50,46,124.51,16
1631478675.239,1,90,12,31923,587,50,46,124.23,16
1631478675.342,1,90,12,31923,587,50,46,123.08,16
1631478675.447,1,88,12,31923,587,50,46,123.22,16
1631478675.55,1,88,12,31923,587,50,46,123.98,16
1631478675.653,1,88,12,31923,587,50,46,123.15,16
1631478675.756,1,88,12,31923,587,50,46,108.72,16
1631478675.859,1,88,12,31923,587,50,46,124.66,16
1631478675.962,1,88,12,31923,587,50,46,122.24,16
1631478676.065,1,88,12,31923,587,50,46,124.34,16
1631478676.169,1,88,12,31923,587,50,46,120.86,16
1631478676.272,1,84,11,31923,587,50,46,123.8,16
1631478676.375,1,87,12,31923,587,50,46,124.8,16
1631478676.477,1,87,12,31923,587,50,46,124.66,16
1631478676.58,1,88,12,31923,587,50,46,124.1,16
1631478676.683,1,88,12,31923,587,50,46,123.87,16
1631478676.786,1,90,12,31923,587,50,46,123.28,16
1631478676.891,1,88,12,31923,587,50,46,115.53,16
1631478676.993,1,88,12,31923,587,50,46,124.53,16
1631478677.096,1,88,12,31923,587,50,46,122.45,16
1631478677.199,1,88,12,31923,587,50,46,123.8,16
1631478677.302,1,88,12,31923,587,50,46,123.17,16
1631478677.405,1,88,12,31923,587,50,46,124.87,16
1631478677.508,1,88,12,31923,587,50,46,122.69,16
1631478677.612,1,88,12,31923,587,50,46,124.45,16
1631478677.715,1,88,12,31923,587,50,46,123.89,16
1631478677.818,1,88,12,31923,587,50,46,108.51,16
1631478677.921,1,88,12,31923,587,50,46,123.61,16
1631478678.024,1,88,12,31923,587,50,46,119.98,16
1631478678.127,1,88,12,31923,587,50,46,123.9,16
1631478678.23,1,88,12,31923,587,50,46,124.8,16
1631478678.336,1,88,12,31923,587,50,46,124.5,16
1631478678.439,1,90,12,31923,587,50,46,125.15,16
1631478678.542,1,88,12,31923,587,50,46,124.13,16
1631478678.645,1,88,12,31923,587,50,46,124.16,16
1631478678.748,1,87,12,31923,587,50,46,105.78,16
1631478678.851,1,87,12,31923,587,50,46,123.05,16
1631478678.954,1,88,12,31923,587,50,46,119.42,16
1631478679.058,1,88,12,31923,587,50,46,123.36,16
1631478679.161,1,88,12,31923,587,50,46,122.93,16
1631478679.264,1,88,12,31923,587,50,46,124.04,16
1631478679.367,1,88,12,31923,587,50,46,124.63,16
1631478679.47,1,88,12,31923,587,50,46,124.57,16
1631478679.573,1,88,12,31923,587,50,46,124.16,16
1631478679.676,1,88,12,31923,587,50,46,124.8,16
1631478679.779,1,88,12,31923,587,50,46,123.62,16
1631478679.883,1,86,12,31923,587,50,46,95.81,16
1631478679.986,1,86,12,31923,587,50,46,123.55,16
1631478680.089,1,88,12,31923,587,50,46,120.48,16
1631478680.192,1,88,12,31923,587,50,46,123.4,16
1631478680.295,1,88,12,31923,587,50,46,123.19,16
1631478680.398,1,88,12,31923,587,50,46,125.32,16
1631478680.501,1,88,12,31923,587,50,46,123.1,16
1631478680.602,1,88,12,31923,587,50,46,124.62,16
1631478680.704,1,88,12,31923,587,50,46,123.37,16
1631478680.809,1,87,12,31923,587,50,46,112.86,16
1631478680.912,1,87,12,31923,587,50,46,122.57,16
1631478681.015,1,87,12,31923,587,50,46,114.72,16
1631478681.118,1,87,12,31923,587,50,46,122.95,16
1631478681.221,1,88,12,31923,587,50,46,122.88,16
1631478681.324,1,88,12,31923,587,50,46,124.08,16
1631478681.427,1,88,12,31923,587,50,46,122.68,16
1631478681.53,1,88,12,31923,587,50,46,125.24,16
1631478681.633,1,90,12,31923,587,50,46,124.45,16
1631478681.76,1,88,12,31923,587,50,46,116.08,16
1631478681.863,1,88,12,31923,587,50,46,123.62,16
1631478681.966,1,88,12,31923,587,50,46,121.8,16
1631478682.071,1,88,12,31923,587,50,46,123.12,16
1631478682.174,1,88,12,31923,587,50,46,124.17,16
1631478682.277,1,88,12,31923,587,50,46,124.45,16
1631478682.386,1,88,12,31923,587,50,46,125.04,16
1631478682.489,1,88,12,31923,587,50,46,121.74,16
1631478682.592,1,88,12,31923,587,50,46,122.93,16
1631478682.695,1,88,12,31923,587,50,46,116.71,16
1631478682.798,1,88,12,31923,587,50,46,122.84,16
1631478682.901,1,88,12,31923,587,50,46,120.76,16
1631478683.004,1,88,12,31923,587,50,46,125.4,16
1631478683.107,1,88,12,31923,587,50,46,124.33,16
1631478683.21,1,88,12,31923,587,50,46,125.0,16
1631478683.314,1,87,12,31923,587,50,46,124.51,16
1631478683.417,1,87,12,31923,587,50,46,123.21,16
1631478683.524,1,90,12,31923,587,50,46,124.54,16
1631478683.626,1,88,12,31923,587,50,46,88.56,16
1631478683.729,1,88,12,31923,587,50,46,124.01,16
1631478683.832,1,85,11,31923,587,50,46,120.73,16
1631478683.935,1,88,12,31923,587,50,46,122.63,16
1631478684.038,1,88,12,31923,587,50,46,123.1,16
1631478684.141,1,88,12,31923,587,50,46,125.36,16
1631478684.244,1,88,12,31923,587,50,46,123.43,16
1631478684.347,1,88,12,31923,587,50,46,124.19,16
1631478684.45,1,88,12,31923,587,50,46,125.3,16
1631478684.553,1,88,12,31923,587,50,46,119.69,16
1631478684.655,1,88,12,31923,587,50,46,122.59,16
1631478684.761,1,88,12,31923,587,50,46,117.23,16
1631478684.864,1,88,12,31923,587,50,46,124.58,16
1631478684.967,1,88,12,31923,587,50,46,123.1,16
